Class,Country,Time,Link,Road Name,Road Short Name
1,USA,pre–1956,https://en.wikipedia.org/wiki/Mineral_Range_Railroad,Mineral Range Railroad,MLR
2,USA,1956-present,"https://en.wikipedia.org/wiki/Montreal,_Maine_and_Atlantic_Railway","Montreal, Maine and Atlantic Railway",MMA
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/Minneapolis,_Northfield_and_Southern_Railway","Minneapolis, Northfield and Southern Railway",MN&S
2,USA,1956-present,"https://en.wikipedia.org/wiki/Minneapolis,_Northfield_and_Southern_Railway","Minneapolis, Northfield and Southern Railway",MNS
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Missouri,_Oklahoma_and_Gulf_Railway","Missouri, Oklahoma and Gulf Railway",MO&G
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Monon_Railroad,Monon Railroad,MON
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Missouri_Pacific_Railroad,Missouri Pacific Railroad,MP
,,,,Maryland and Pennsylvania Railroad,MPA
2,USA,Current,https://en.wikipedia.org/wiki/Montana_Rail_Link,Montana Rail Link,MRL
1,USA,pre–1956,https://en.wikipedia.org/wiki/Mississippi_Central_Railroad_(1901%E2%80%931967),Mississippi Central Railroad (1901–1967),MSC
,,,,Montgomery Short Line,MSL
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Minneapolis,_St._Paul_and_Sault_Ste._Marie_Railroad","Minneapolis, St. Paul and Sault Ste. Marie Railroad",MSP&SSM
1,USA,pre–1956,https://en.wikipedia.org/wiki/Montour_Railroad,Montour Railroad,MTR
1,USA,pre–1956,https://en.wikipedia.org/wiki/Midland_Valley_Railroad,Midland Valley Railroad,MV
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Norfolk_and_Western_Railway,Norfolk and Western Railway,N&W
1,USA,pre–1956,https://en.wikipedia.org/wiki/Northern_Alabama_Railway,Northern Alabama Railway,NAL
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/Nashville,_Chattanooga_and_St._Louis_Railway","Nashville, Chattanooga and St. Louis Railway",NC&STL
1,USA,pre–1956,https://en.wikipedia.org/wiki/Northern_Central_Railway,Northern Central Railway,NCRY
,,,,"Nashville, Chattanooga and St. Louis Railway",NCSL
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/New_York,_New_Haven_and_Hartford_Railroad","New York, New Haven and Hartford Railroad",NH
1,USA,pre–1956,https://en.wikipedia.org/wiki/New_Jersey_and_New_York_Railroad,New Jersey and New York Railroad,NJ&NY
,,,,"New York, Chicago and St. Louis Railroad",NKP
1,USA,pre–1956,https://en.wikipedia.org/wiki/Nevada_Northern_Railway,Nevada Northern Railway,NN
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/New_Orleans_and_Northeastern_Railroad,New Orleans and Northeastern Railroad,NO&NE
1,USA,pre–1956,https://en.wikipedia.org/wiki/New_Orleans_Great_Northern_Railroad,New Orleans Great Northern Railroad,NOGN
1,USA,pre–1956,"https://en.wikipedia.org/wiki/New_Orleans,_Mobile_and_Chicago_Railroad","New Orleans, Mobile and Chicago Railroad",NOM&C
1,USA,pre–1956,"https://en.wikipedia.org/wiki/New_Orleans,_Texas_and_Mexico_Railway","New Orleans, Texas and Mexico Railway",NOT&M
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Northern_Pacific_Railway,Northern Pacific Railway,NP
1,USA,Current,https://en.wikipedia.org/wiki/Norfolk_Southern_Railway,Norfolk Southern Railway,NS
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Northwestern_Pacific_Railroad,Northwestern Pacific Railroad,NWP
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/New_York_Central_Railroad,New York Central Railroad,NYC
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/New_York,_Chicago_and_St._Louis_Railroad","New York, Chicago and St. Louis Railroad",NYC&StL
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/New_York_Connecting_Railroad,New York Connecting Railroad,NYCN
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/New_York,_Ontario_and_Western_Railway","New York, Ontario and Western Railway",NYO&W
2,USA,1956-present,"https://en.wikipedia.org/wiki/New_York,_Ontario_and_Western_Railway","New York, Ontario & Western",NYOW
1,USA,pre–1956,"https://en.wikipedia.org/wiki/New_York,_Philadelphia_and_Norfolk_Railroad","New York, Philadelphia and Norfolk Railroad",NYP&N
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/New_York,_Susquehanna_and_Western_Railway","New York, Susquehanna and Western Railway",NYS&W
2,USA,Current,"https://en.wikipedia.org/wiki/New_York,_Susquehanna_and_Western_Railway","New York, Susquehanna and Western Railway",NYSW
1,USA,pre–1956,https://en.wikipedia.org/wiki/Oklahoma_City_%E2%80%93_Ada_%E2%80%93_Atoka_Railway,Oklahoma City – Ada – Atoka Railway,OCAA
1,USA,pre–1956,https://en.wikipedia.org/wiki/Oregon_Electric_Railway,Oregon Electric Railway,OE
2,USA,1956-present,"https://en.wikipedia.org/wiki/Oklahoma,_Kansas_and_Texas_Railroad","Oklahoma, Kansas and Texas Railroad",OKKT
1,USA,pre–1956,https://en.wikipedia.org/wiki/Oahu_Railway_and_Land_Company,Oahu Railway and Land Company,OR&L
1,USA,pre–1956,https://en.wikipedia.org/wiki/Oregon_Railroad_and_Navigation_Company,Oregon-Washington Railroad and Navigation Company,OR&N
1,USA,pre–1956,https://en.wikipedia.org/wiki/Oregon_Short_Line_Railroad,Oregon Short Line Railroad,OSL
,,,,Ottumwa Terminal Railroad,OTT
,,,,TTX Corporation,OTTX
1,USA,pre–1956,https://en.wikipedia.org/wiki/Oregon_Railroad_and_Navigation_Company,Oregon Railroad and Navigation Company,OWRN
1,USA,pre–1956,https://en.wikipedia.org/wiki/Peoria_and_Eastern_Railway,Peoria and Eastern Railway,P&E
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Pittsburgh_and_Lake_Erie_Railroad,Pittsburgh and Lake Erie Railroad,P&LE
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Piedmont_and_Northern_Railway,Piedmont and Northern Railway,P&N
1,USA,pre–1956,https://en.wikipedia.org/wiki/Pecos_and_Northern_Texas_Railway,Pecos and Northern Texas Railway,P&NT
1,USA,pre–1956,https://en.wikipedia.org/wiki/Reading_Company#Philadelphia_and_Reading_Rail_Road:_1833%E2%80%931893,Philadelphia and Reading Railway,P&R
1,USA,pre–1956,https://en.wikipedia.org/wiki/Pittsburg_and_Shawmut_Railroad,Pittsburg and Shawmut Railroad,P&S
1,USA,pre–1956,https://en.wikipedia.org/wiki/Panhandle_and_Santa_Fe_Railway,Panhandle and Santa Fe Railway,P&SF
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Pittsburgh_and_West_Virginia_Railway,Pittsburgh and West Virginia Railway,P&WV
2,USA,Current,https://en.wikipedia.org/wiki/Paducah_%26_Louisville_Railway,Paducah and Louisville Railway,PAL
2,USA,Current,https://en.wikipedia.org/wiki/Pan_Am_Railways,Pan Am Railways,PAR
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Philadelphia,_Baltimore_and_Washington_Railroad","Philadelphia, Baltimore and Washington Railroad",PB&W
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Penn_Central_Transportation_Company,Penn Central Transportation Company,PC
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Pittsburgh,_Cincinnati,_Chicago_and_St._Louis_Railroad","Pittsburgh, Cincinnati, Chicago and St. Louis Railroad",PCC&STL
1,USA,pre–1956,https://en.wikipedia.org/wiki/Pennsylvania_Company,Pennsylvania Company,PCO
1,USA,pre–1956,https://en.wikipedia.org/wiki/Pacific_Electric,Pacific Electric,PE
1,USA,pre–1956,https://en.wikipedia.org/wiki/Perkiomen_Railroad,Perkiomen Railroad,PERK
,,,,Pacific Fruit Express,PFE
1,USA,pre–1956,https://en.wikipedia.org/wiki/Pere_Marquette_Railway,Pere Marquette Railway,PM
1,USA,pre–1956,https://en.wikipedia.org/wiki/Port_Reading_Railroad,Port Reading Railroad,PRDG
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Pennsylvania_Railroad,Pennsylvania Railroad,PRR
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Pennsylvania-Reading_Seashore_Lines,Pennsylvania-Reading Seashore Lines,PRSL
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Pittsburg,_Shawmut_and_Northern_Railroad","Pittsburg, Shawmut and Northern Railroad",PS&N
2,USA,Current,https://en.wikipedia.org/wiki/Providence_and_Worcester_Railroad,Providence and Worcester Railroad,PW
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/Quanah,_Acme_and_Pacific_Railway","Quanah, Acme and Pacific Railway",QA&P
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Quincy,_Omaha_and_Kansas_City_Railroad","Quincy, Omaha and Kansas City Railroad",QO&KC
2,USA,Current,https://en.wikipedia.org/wiki/Reading_Blue_Mountain_and_Northern_Railroad,Reading Blue Mountain and Northern Railroad/Reading and Northern,RBMN
2,USA,Current,"https://en.wikipedia.org/wiki/Rapid_City,_Pierre_and_Eastern_Railroad","Rapid City, Pierre and Eastern Railroad",RCPE
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Reading_Company,Reading Company,RDG
,,,,Relco,RE
,,,,,REX
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/Richmond,_Fredericksburg_and_Potomac_Railroad","Richmond, Fredericksburg and Potomac Railroad",RF&P
,,,,"Chicago, Rock Island and Pacific Railroad",RI
,,,,,RP
,,,,Republic Tank Car Co.,RTCX
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Rutland_Railroad,Rutland Railroad,RUT
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Savannah_and_Atlanta_Railway,Savannah and Atlanta Railway,S&A
1,USA,pre–1956,https://en.wikipedia.org/wiki/Spokane_and_Inland_Empire_Railroad,Spokane and Inland Empire Railroad,S&IE
1,USA,pre–1956,https://en.wikipedia.org/wiki/San_Antonio_and_Aransas_Pass_Railway,San Antonio and Aransas Pass Railway,SA&AP
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Seaboard_Air_Line_Railroad,Seaboard Air Line Railroad,SAL
1,USA,pre–1956,"https://en.wikipedia.org/wiki/San_Antonio,_Uvalde_and_Gulf_Railroad","San Antonio, Uvalde and Gulf Railroad",SAU&G
1,USA,pre–1956,https://en.wikipedia.org/wiki/Syracuse_and_Binghamton_Railroad,"Syracuse, Binghamton and New York Railroad",SB&NY
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Seaboard_System_Railroad,Seaboard System Railroad,SBD
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Seaboard_Coast_Line_Railroad,Seaboard Coast Line Railroad,SCL
1,USA,pre–1956,https://en.wikipedia.org/wiki/San_Diego_and_Arizona_Railway,San Diego and Arizona Railway,SD&A
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/San_Diego_and_Arizona_Eastern_Railway,San Diego and Arizona Eastern Railway,SD&AE
,,,,,SDW
,,,,,SDWX
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Santa_Fe,_Prescott_and_Phoenix_Railway","Santa Fe, Prescott and Phoenix Railway",SFP&P
,,,,,SHP
,,,,ACF Industries Shippers Car Line Division,SHPX
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Spokane_International_Railroad,Spokane International Railroad,SI
1,USA,pre–1956,https://en.wikipedia.org/wiki/Southern_Indiana_Railway,Southern Indiana Railway,SIND
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Staten_Island_Railway,Staten Island Rapid Transit Railway,SIRT
1,USA,pre–1956,https://en.wikipedia.org/wiki/St._Joseph_and_Grand_Island_Railway,St. Joseph and Grand Island Railway,SJ&GI
1,USA,pre–1956,https://en.wikipedia.org/wiki/Southern_Kansas_Railway_of_Texas,Southern Kansas Railway of Texas,SKTX
1,USA,pre–1956,"https://en.wikipedia.org/wiki/St._Louis,_Brownsville_and_Mexico_Railway","St. Louis, Brownsville and Mexico Railway",SLB&M
1,USA,pre–1956,"https://en.wikipedia.org/wiki/St._Louis,_Iron_Mountain_and_Southern_Railway","St. Louis, Iron Mountain and Southern Railway",SLIM&S
1,USA,pre–1956,https://en.wikipedia.org/wiki/St._Lawrence_and_Atlantic_Railroad,St-Laurent et Atlantique Quebec,SLQ
1,USA,pre–1956,https://en.wikipedia.org/wiki/St._Lawrence_and_Atlantic_Railroad,Atlantic and St. Lawrence Railroad,SLR
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/St._Louis%E2%80%93San_Francisco_Railway,St. Louis–San Francisco Railway,SLSF
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/St._Louis,_San_Francisco_and_Texas_Railway","St. Louis, San Francisco and Texas Railway",SLSFTX
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Sacramento_Northern_Railway,Sacramento Northern Railway,SN
1,USA,Current,https://en.wikipedia.org/wiki/Soo_Line_Railroad,Soo Line Railroad,SOO
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Southern_Railway_(U.S.),Southern Railway (U.S.),SOU
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Southern_Pacific_Transportation_Company,Southern Pacific Transportation Company,SP
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/Spokane,_Portland_and_Seattle_Railway","Spokane, Portland and Seattle Railway",SP&S
2,USA,1956-present,https://en.wikipedia.org/wiki/Sault_Ste._Marie_Bridge_Company,Sault Ste. Marie Bridge Company,SSAM
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/St._Louis_Southwestern_Railway,St. Louis Southwestern Railway,SSW
1,USA,pre–1956,https://en.wikipedia.org/wiki/St._Louis_Southwestern_Railway_of_Texas,St. Louis Southwestern Railway of Texas,SSWTX
1,USA,pre–1956,https://en.wikipedia.org/wiki/Sunset_Railroad,Sunset Railroad,SUN
,,,,Sunset Railroad,SUNX
1,USA,pre–1956,https://en.wikipedia.org/wiki/Trinity_and_Brazos_Valley_Railway,Trinity and Brazos Valley Railway,T&BV
1,USA,pre–1956,https://en.wikipedia.org/wiki/Texarkana_and_Fort_Smith_Railway,Texarkana and Fort Smith Railway,T&FS
2,USA,1956-present,https://en.wikipedia.org/wiki/Tonopah_and_Goldfield_Railroad,Tonopah and Goldfield Railroad,T&G
1,USA,pre–1956,https://en.wikipedia.org/wiki/Texas_and_Northern_Railway,Texas and Northern Railway,T&N
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Texas_and_New_Orleans_Railroad,Texas and New Orleans Railroad,T&NO
1,USA,pre–1956,https://en.wikipedia.org/wiki/Toledo_and_Ohio_Central_Railway,Toledo and Ohio Central Railway,T&OC
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Texas_and_Pacific_Railway,Texas and Pacific Railway,T&P
2,USA,1956-present,https://en.wikipedia.org/wiki/Tonopah_and_Tidewater_Railroad,Tonopah and Tidewater Railroad,T&T
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Tennessee_Central_Railway,Tennessee Central Railway,TC
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Kansas_City_Southern_de_M%C3%A9xico,Kansas City Southern de México,TFM
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Texas_Mexican_Railway,Texas Mexican Railway,TM
1,USA,Former (1956–present),"https://en.wikipedia.org/wiki/Toledo,_Peoria_and_Western_Railway","Toledo, Peoria and Western Railway",TP&W
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Toledo,_St._Louis_and_Western_Railroad","Toledo, St. Louis and Western Railroad",TSTL&W
1,USA,pre–1956,https://en.wikipedia.org/wiki/Ulster_and_Delaware_Railroad,Ulster and Delaware Railroad,U&D
,,,,,UOCK
1,USA,Current,https://en.wikipedia.org/wiki/Union_Pacific_Railroad,Union Pacific Railroad,UP
1,USA,Current,https://en.wikipedia.org/wiki/Union_Pacific_Railroad,Union Pacific,UP
1,USA,pre–1956,https://en.wikipedia.org/wiki/Utah_Railway,Utah Railway,UTAH
,,,,,UTL
,,,,Union Tank Car,UTLX
1,USA,pre–1956,https://en.wikipedia.org/wiki/Virginia_and_Southwestern_Railway,Virginia and Southwestern Railway,V&SW
1,USA,pre–1956,https://en.wikipedia.org/wiki/Vandalia_Railroad_(1905%E2%80%9317),Vandalia Railroad (1905–17),VAND
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Virginian_Railway,Virginian Railway,VGN
1,CAN,Current,https://en.wikipedia.org/wiki/Via_Rail,Via Rail,VIA
,,,,,VN
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Vicksburg,_Shreveport_and_Pacific_Railway","Vicksburg, Shreveport and Pacific Railway",VS&P
,,,,Vermont Railway,VTR
1,USA,pre–1956,https://en.wikipedia.org/wiki/Wheeling_and_Lake_Erie_Railway_(1916%E2%80%9388),Wheeling and Lake Erie Railway (1916–88),W&LE
,,,,,W&LG
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Western_Railway_of_Alabama,Western Railway of Alabama,WA
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Wabash_Railroad,Wabash Railroad,WAB
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Wisconsin_Central_Railway_(1897%E2%80%931954),Wisconsin Central Railway (1897–1954),WC
,,,,,WDL
,,,,,WDLX
2,USA,Current,https://en.wikipedia.org/wiki/Wheeling_and_Lake_Erie_Railway_(1990),Wheeling and Lake Erie Railway,WE
1,USA,pre–1956,https://en.wikipedia.org/wiki/Wichita_Falls_and_Northwestern_Railway,Wichita Falls and Northwestern Railway,WF&NW
1,USA,pre–1956,https://en.wikipedia.org/wiki/Wichita_Falls_and_Southern_Railroad,Wichita Falls and Southern Railroad,WF&S
,,,,,WFEX
1,USA,pre–1956,https://en.wikipedia.org/wiki/West_Jersey_and_Seashore_Railroad,West Jersey and Seashore Railroad,WJ&S
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Western_Maryland_Railway,Western Maryland Railway,WM
1,USA,Former (1956–present),https://en.wikipedia.org/wiki/Western_Pacific_Railroad,Western Pacific Railroad,WP
1,USA,pre–1956,https://en.wikipedia.org/wiki/Pittsburgh_and_West_Virginia_Railway,Pittsburgh and West Virginia Railway,WPT
,,,,Gulf Oil Products,WRNX
1,USA,pre–1956,"https://en.wikipedia.org/wiki/Richmond,_Fredericksburg_and_Potomac_Railroad","Richmond, Fredericksburg and Potomac Railroad",WSN
2,USA,Current,https://en.wikipedia.org/wiki/Wisconsin_and_Southern_Railroad,Wisconsin and Southern Railroad,WSOR
1,USA,pre–1956,https://en.wikipedia.org/wiki/Wichita_Valley_Railway,Wichita Valley Railway,WV
1,USA,pre–1956,https://en.wikipedia.org/wiki/Yazoo_and_Mississippi_Valley_Railroad,Yazoo and Mississippi Valley Railroad,Y&MV
,,,,Rochester & Irondequoit Terminal Railroad,R&IT
